Frame_ID,User_ID,Model,R,D,Pred_Cost,Real_Cost,Param_a,Param_b,Param_c,x,y,z,Mode
7,1,bicycle,0.07985452551611243,0.09096563662722354,0.002051210470233693,0.0020914074025460577,-0.24871207624831884,0.8254292118615462,0.3666260999444019,1.1481239411663546,0.6834188237406835,0.17055228416490478,Fast
5,0,bicycle,0.08535041667475321,0.10201708334141987,0.0018765543108164552,0.0020578408488831036,-0.11044371923234847,0.5401483929198687,0.48744762241575096,0.7943774459174117,0.12246157747011975,1.2666095320896213,Slow
7,3,room,0.08706610123235077,0.09817721234346188,0.0012922718819110973,0.0012423967627245148,-0.5201466996173457,1.0412108157738218,0.42280629291846844,-0.09201113301154228,0.8203206768287268,-0.661303701268982,Slow
8,1,bicycle,0.09096563662722354,0.10207674773833465,0.002050879641873172,0.0023317583606499545,-0.24806072024240433,0.8242978911957796,0.36713388685894033,1.1454135400550163,0.6791150901989854,0.1651291293405165,Fast
2,2,room,0.09811884057189924,0.13145217390523256,0.001313763633837704,0.0013997841189370185,-0.17071405565158837,0.5123803817598996,0.6461963911774609,-1.200978760680041,2.2051333846572274,1.1056621259841348,Slow
8,3,room,0.09817721234346188,0.109288323454573,0.0012922752620838725,0.0012616220385630943,-0.5201741517627927,1.0412500023183964,0.42279339776988756,-0.09294222236563103,0.8192521674205291,-0.6600754974513698,Slow
6,0,bicycle,0.10201708334141987,0.11868375000808654,0.0018765603186726766,0.0020607779762376864,-0.11045479903971234,0.5401528378559399,0.4875064163424444,0.7941861880979139,0.12251878142445588,1.2654026107659866,Slow
9,1,bicycle,0.10207674773833465,0.11318785884944577,0.0020510850611094827,0.0019458847500956656,-0.24861141192497876,0.8251985107531599,0.366756853531681,1.1507946395467925,0.6809568366469164,0.16034052379059832,Fast
9,3,room,0.109288323454573,0.12039943456568411,0.0012922670626396944,0.0012607515420475887,-0.5201846537371415,1.041266529787451,0.4227818163331953,-0.09160694176892561,0.8205662921811837,-0.6601605045087114,Slow
10,1,bicycle,0.11318785884944577,0.12429896996055688,0.0020507624029472054,0.002114697535262768,-0.24782276730014008,0.8238873198259002,0.3673168439029088,1.1438661262709013,0.6782597172696849,0.16035651386035732,Fast
7,0,bicycle,0.11868375000808654,0.1353504166747532,0.0018765590858882235,0.0016050383428964673,-0.11046938784244167,0.5401619805743056,0.4875562205814283,0.7936651225684087,0.12262495293824091,1.2643009169559933,Slow
10,3,room,0.12039943456568411,0.1315105456767952,0.0012922540781313185,0.0013545446812951313,-0.5202664782537981,1.0413870524925517,0.42272672517731724,-0.08990071695323956,0.8205460295558696,-0.6593823588522603,Slow
11,1,bicycle,0.12429896996055688,0.135410081071668,0.002050954824126171,0.0019856388390576967,-0.24837226221684267,0.8247764737661074,0.36694952511643375,1.150950521329673,0.678112023987201,0.1626078552776304,Fast
3,2,room,0.13145217390523256,0.1647855072385659,0.0013137067778372727,0.0013309465508504418,-0.17048785288001067,0.5120183199437104,0.6463519702854138,-1.2000553949579602,2.2091932845069597,1.1058637567302436,Slow
11,3,room,0.1315105456767952,0.1426216567879063,0.0012922666986132612,0.0014922482362775208,-0.5202035059706199,1.0412938742659794,0.4227710415879716,-0.09173973090298054,0.8202417808294699,-0.6595887196126862,Slow
8,0,bicycle,0.1353504166747532,0.15201708334141986,0.0018765540670841899,0.001908918542188417,-0.1104854837356837,0.5401733473985619,0.4876002767809104,0.7942649956861045,0.12166591939018848,1.2638351725800412,Slow
12,1,bicycle,0.135410081071668,0.1465211921827791,0.002051224926182491,0.0019439004494601873,-0.24883132776908706,0.8256016970129696,0.36656555254798195,1.1495920966013167,0.684429452457459,0.1589303854120662,Fast
12,3,room,0.1426216567879063,0.1537327678990174,0.001292264767464816,0.001304705822480654,-0.5202675529866891,1.0413868779632893,0.42273361755669114,-0.09182148642643505,0.8185870100862008,-0.6587099851932472,Slow
13,1,bicycle,0.1465211921827791,0.1576323032938902,0.0020509281905566985,0.0020495869056594744,-0.24812964041947227,0.8244277966162255,0.36707061271006713,1.1444592619377794,0.680815244128174,0.16291416644280632,Fast
9,0,bicycle,0.15201708334141986,0.16868375000808652,0.0018765724589003365,0.0019953917720504197,-0.11046391712155998,0.5401534446126852,0.4875784698849447,0.7938870549365364,0.12282936248892432,1.2638266947751926,Slow
13,3,room,0.1537327678990174,0.1648438790101285,0.0012922591931284044,0.001270432224771016,-0.5202969070736305,1.041430253499293,0.4227127260190175,-0.09069408881816433,0.8177717107576103,-0.6599675169009853,Slow
14,1,bicycle,0.1576323032938902,0.1687434144050013,0.002050798952707982,0.0020677501650136387,-0.24768188171176558,0.8237241073289199,0.36735042454915057,1.137176589279266,0.6817666661375277,0.16407022869918692,Fast
4,2,room,0.1647855072385659,0.1981188405718992,0.001313616596294443,0.0013244180610230735,-0.17048046054364668,0.5119681343986809,0.6463955532521946,-1.1985793844342503,2.212995463993062,1.10672449484007,Slow
14,3,room,0.1648438790101285,0.1759549901212396,0.0012922704958859778,0.001266162858737334,-0.5202000376328223,1.041288229943225,0.42277513785826054,-0.09201452355729647,0.818622586343929,-0.6609920105293703,Slow
10,0,bicycle,0.16868375000808652,0.1853504166747532,0.0018765750836527545,0.0019363002278514063,-0.11046875423164021,0.5401551793585779,0.4876050046684598,0.7931732378819867,0.12338447312484449,1.2630027843905771,Slow
15,1,bicycle,0.1687434144050013,0.1798545255161124,0.002050755938633975,0.002410889575712844,-0.24751227236512852,0.8234620639628591,0.3674521961923246,1.1331037711620244,0.6837021898638316,0.1581588071002523,Fast
15,3,room,0.1759549901212396,0.1870661012323507,0.0012922676353850407,0.0013047951653036368,-0.5202629624851627,1.0413797655223767,0.42273797310090266,-0.09212598951330762,0.8177300781923142,-0.6593463711708676,Slow
16,1,bicycle,0.1798545255161124,0.1909656366272235,0.0020506314470593386,0.0020279086039425446,-0.24719318282364633,0.8229363137024999,0.3676743225561594,1.1289575631063808,0.6840718933368415,0.15199834584049834,Fast
11,0,bicycle,0.1853504166747532,0.20201708334141985,0.0018765593584917737,0.001976194191407871,-0.11049581340186393,0.5401769908924372,0.4876567250861315,0.7932807494010696,0.12237574246541587,1.2623191070855944,Slow
16,3,room,0.1870661012323507,0.1981772123434618,0.0012922662931226035,0.0012088458826432478,-0.5202402604624414,1.041347135110747,0.4227501991078132,-0.09201644543281806,0.8194506638334113,-0.6586083267925393,Slow
17,1,bicycle,0.1909656366272235,0.2020767477383346,0.0020505769319060126,0.001911119851301704,-0.24690756418907095,0.8225086535145885,0.36783296849183544,1.1224389360228244,0.6856913157580576,0.15518644508593524,Fast
5,2,room,0.1981188405718992,0.23145217390523254,0.0013136339164407929,0.0012473444806434084,-0.16975467352046353,0.5108933832018132,0.6468074739638278,-1.198325856501264,2.2167085655832763,1.1048470907353842,Slow
17,3,room,0.1981772123434618,0.2092883234545729,0.0012922704886731704,0.001304376305499352,-0.5201942646014425,1.0412798801868401,0.4227785873439143,-0.09212367492128912,0.8192108512735838,-0.6604652371649732,Slow
12,0,bicycle,0.20201708334141985,0.2186837500080865,0.0018765909843923144,0.0018857233791446572,-0.11046096257988464,0.5401442688927564,0.48762671150241615,0.7935882238540194,0.1235291417453873,1.262586764495542,Slow
18,1,bicycle,0.2020767477383346,0.2131878588494457,0.002050362617447227,0.0020840430079518907,-0.24642521740912357,0.8216944195294313,0.3681869913993177,1.1197575189571276,0.6818537748850583,0.16096245472922857,Fast
18,3,room,0.2092883234545729,0.220399434565684,0.001292276149544257,0.0013376816875846798,-0.5201720511356018,1.04124680721602,0.42279462746572977,-0.09266164614446791,0.8180072707987129,-0.6617990682494221,Slow
19,1,bicycle,0.2131878588494457,0.2242989699605568,0.002050018822527895,0.0017941693097831054,-0.24566641635259606,0.8204086179057285,0.3687485057202941,1.115312735031647,0.6765637752747556,0.1637081431329542,Fast
13,0,bicycle,0.2186837500080865,0.23535041667475318,0.0018765921113743688,0.001760063540791895,-0.11047644755523836,0.5401524597411449,0.4876896054207504,0.7934947359967144,0.1232857352827408,1.2613915556259991,Slow
19,3,room,0.220399434565684,0.2315105456767951,0.0012922638547457567,0.0013133816744330632,-0.5202494524931811,1.041360819071687,0.4227426187511779,-0.09113617609493174,0.8182111998019971,-0.6607273973820897,Slow
20,1,bicycle,0.2242989699605568,0.2354100810716679,0.002050137990044999,0.0020387962017631707,-0.24591045632289737,0.8208286313017695,0.36856184891507693,1.1153408450782671,0.6798756935169104,0.15705161158761247,Fast
6,2,room,0.23145217390523254,0.26478550723856586,0.0013135192295740295,0.0012655435294042462,-0.17001961144093247,0.5112386471472926,0.6467043447142673,-1.1941959356462517,2.2170199932178476,1.1043750604777642,Slow
20,3,room,0.2315105456767951,0.2426216567879062,0.0012922708965471036,0.0013383532280745805,-0.5202276907117467,1.0413281776893863,0.42275944290420614,-0.09197482420849495,0.8168893198329534,-0.6617600769293644,Slow
14,0,bicycle,0.23535041667475318,0.25201708334141987,0.0018765607341599086,0.0016109304064719197,-0.11049126125737907,0.5401738662225137,0.48764382131937867,0.7928469335008086,0.1228711970506361,1.2623428814943414,Slow
21,1,bicycle,0.2354100810716679,0.246521192182779,0.00204999903225741,0.002051975342013345,-0.24546720352561863,0.8201243752080675,0.3688460332163265,1.1082162331171224,0.6799485943958022,0.1591761338154413,Fast
21,3,room,0.2426216567879062,0.25373276789901733,0.0012922841179535598,0.0013359735740505491,-0.5201438008198745,1.041204628593764,0.42281591573477795,-0.09373488063297247,0.8170415259897079,-0.6623894885806729,Slow
22,1,bicycle,0.246521192182779,0.2576323032938901,0.0020502386505897824,0.0021482546693931985,-0.24608543231235344,0.8211412706223775,0.36841726493006144,1.115369257432814,0.6814249580920639,0.16056667263440785,Fast
15,0,bicycle,0.25201708334141987,0.26868375000808653,0.0018765370154263062,0.0017754845658332847,-0.11051439297276014,0.5401968218855612,0.4876544332340236,0.7930772377121815,0.12168954990051037,1.2625600931657102,Slow
22,3,room,0.25373276789901733,0.26484387901012846,0.0012922956755724805,0.001113806223961164,-0.5200841023747029,1.0411163645761534,0.4228578545889868,-0.09555272631947552,0.8172477523397673,-0.661977139079758,Slow
23,1,bicycle,0.2576323032938901,0.2687434144050012,0.0020504703441481457,0.0021706013377287533,-0.246487558161654,0.8218599715149911,0.36808479454933873,1.1139030818915023,0.6874150367188011,0.15641356630791745,Fast
7,2,room,0.26478550723856586,0.2981188405718992,0.0013135070449653474,0.001379241882010278,-0.17005273357745387,0.5112827393228555,0.6466905198963788,-1.1963341272214758,2.219827337763206,1.106593843792024,Slow
23,3,room,0.26484387901012846,0.2759549901212396,0.001292291911977904,0.0013564429530391869,-0.5200574147177713,1.041078351810632,0.4228703201587046,-0.09476391606753226,0.8188993698936252,-0.6623858715112079,Slow
16,0,bicycle,0.26868375000808653,0.2853504166747532,0.0018765010181442682,0.0022958489330577115,-0.11053823376482874,0.5402255710105375,0.4876265695021519,0.7926015364208471,0.1208533320684924,1.2633157114199849,Slow
24,1,bicycle,0.2687434144050012,0.27985452551611234,0.002050239719776425,0.0019881233718827265,-0.24611038498174495,0.8211758242240292,0.36840603177018283,1.116166631606285,0.6811871010726447,0.1597852372746058,Fast
24,3,room,0.2759549901212396,0.2870661012323507,0.0012922869614273174,0.0012246997469547653,-0.5200585176397141,1.0410807414120196,0.4228658335438794,-0.09359676717462252,0.8189626855809127,-0.6638524590278001,Slow
25,1,bicycle,0.27985452551611234,0.29096563662722347,0.0020503191310430307,0.002031738223005812,-0.24610284002862626,0.8212255284493594,0.36835314357958443,1.1101482340805076,0.6855038828626895,0.1604358454749996,Fast
17,0,bicycle,0.2853504166747532,0.30201708334141986,0.001876539844547766,0.0018005203704711977,-0.11051157083978289,0.540194043815632,0.4876529462124186,0.7933785827999985,0.12155522167051963,1.2626832077926682,Slow
25,3,room,0.2870661012323507,0.29817721234346184,0.001292279193831924,0.001181909427437878,-0.5200711526978902,1.0411002888895144,0.42285349650607257,-0.09246473221961338,0.8204053103767459,-0.6634594514993912,Slow
26,1,bicycle,0.29096563662722347,0.3020767477383346,0.0020504367170079904,0.001955913550902191,-0.24649319308143505,0.8218422603402511,0.3681061333671518,1.1172851318890937,0.6843542993066605,0.16217427929573372,Fast
8,2,room,0.2981188405718992,0.3314521739052325,0.0013136331304472923,0.0013393437505606243,-0.16897673981190914,0.5097332580486236,0.6472571911556935,-1.1975610240523638,2.221249354677385,1.1028724679622408,Slow
26,3,room,0.29817721234346184,0.30928832345457297,0.0012922798017309595,0.0011810423899840912,-0.520064685355717,1.0410908206086675,0.4228570524409158,-0.0921557444001999,0.8194712914320311,-0.6650560915642366,Slow
18,0,bicycle,0.30201708334141986,0.3186837500080865,0.0018765322253933062,0.0015697185236416365,-0.11050104996241791,0.5401912731644262,0.4875881404383009,0.7930269224785792,0.12193196016438221,1.2637926734536675,Slow
27,1,bicycle,0.3020767477383346,0.3131878588494457,0.0020501623399029165,0.001911020352070274,-0.2458102269300686,0.8207114971803625,0.36858670497943213,1.1103662388120108,0.6817994543331418,0.16311273045628913,Fast
27,3,room,0.30928832345457297,0.3203994345656841,0.0012922693580944592,0.0013359319698055218,-0.5201450914164831,1.0412088833388473,0.42280474839710946,-0.09105671329881826,0.8194556114070976,-0.6635365491550504,Slow
28,1,bicycle,0.3131878588494457,0.32429896996055685,0.002049827386062895,0.0020880385043402696,-0.24505262000612135,0.8194342635812103,0.36914122538954414,1.1051296860950521,0.6769386858511748,0.16516953629029382,Fast
19,0,bicycle,0.3186837500080865,0.3353504166747532,0.0018765253197440216,0.001991222085588832,-0.11052149937754552,0.5402057804176525,0.4876430369809729,0.7925463885906022,0.12174577438299447,1.2626831992697993,Slow
28,3,room,0.3203994345656841,0.3315105456767952,0.001292271255604611,0.001269855125233488,-0.5201357616916292,1.0411950639096177,0.422810826040092,-0.09096714255152807,0.8183961839083472,-0.6650814487681073,Slow
29,1,bicycle,0.32429896996055685,0.335410081071668,0.0020495398513252668,0.0018925525980332614,-0.2445044575448883,0.8184759621426886,0.3695744109858345,1.1039948552883085,0.6723327173676136,0.1594444844826615,Fast
9,2,room,0.3314521739052325,0.36478550723856584,0.0013135068242688013,0.0013272908678523413,-0.1698130004900565,0.5109252173385699,0.6468291168163384,-1.1971268787956304,2.2223120211184244,1.1068797493268934,Slow
29,3,room,0.3315105456767952,0.34262165678790635,0.0012922805902523386,0.001122877632039869,-0.5200463628873639,1.0410641672524032,0.4228674786109674,-0.09185047638440375,0.8190068502802013,-0.6666189572332173,Slow
20,0,bicycle,0.3353504166747532,0.35201708334141985,0.0018765139343409885,0.0020104811359141217,-0.11051656982359942,0.5402077845599996,0.4875870138943786,0.7918082761985433,0.1222471387512431,1.2635200593502758,Slow
30,1,bicycle,0.335410081071668,0.3465211921827791,0.002049490274965851,0.001998382532852105,-0.2442507787439867,0.8180958332774242,0.36971561754653315,1.0977815629780991,0.6733338937592043,0.1634032278858618,Fast
30,3,room,0.34262165678790635,0.3537327678990175,0.0012922888996121128,0.0013404369856067021,-0.5199531395341164,1.040927906088429,0.42292579828351423,-0.09269084961816326,0.8203669978598997,-0.6675992101330969,Slow
31,1,bicycle,0.3465211921827791,0.35763230329389023,0.0020495812983614657,0.001926897560106783,-0.2442859504576827,0.8182123151738349,0.3696363761164229,1.0923406887773404,0.6770082046456543,0.16689254476353307,Fast
21,0,bicycle,0.35201708334141985,0.3686837500080865,0.0018765355289965323,0.002078149275216826,-0.11048717042863379,0.5401818521213853,0.48754700736620366,0.7917258809914156,0.1233953981787597,1.2639338494472052,Slow
31,3,room,0.3537327678990175,0.3648438790101286,0.001292282058560518,0.0011472872923596203,-0.5200414513177183,1.0410568215902907,0.42287128293030546,-0.09208378584743868,0.8189153082990588,-0.6665788203274244,Slow
32,1,bicycle,0.35763230329389023,0.36874341440500136,0.0020496137894663504,0.0021173829328546907,-0.24419897704097443,0.8181194454613313,0.36964974578745435,1.086105954626374,0.679913166961354,0.1697153605284578,Fast
10,2,room,0.36478550723856584,0.39811884057189917,0.001313640490968136,0.001229389816261219,-0.16943406043982198,0.5104182113296217,0.6469898487994751,-1.1989727294215873,2.2192507984397416,1.1047355018639076,Slow
32,3,room,0.3648438790101286,0.37595499012123973,0.0012922897227059832,0.0013063732746811214,-0.520036834063589,1.0410489013300737,0.4228793771285551,-0.09349625809274807,0.8179407760911678,-0.665822293070602,Slow
22,0,bicycle,0.3686837500080865,0.38535041667475317,0.001876522827332212,0.0019503122225205311,-0.11048105242046985,0.5401832429645652,0.4874842378351548,0.7912634371036746,0.12365445889985964,1.2650363666220508,Slow
33,1,bicycle,0.36874341440500136,0.3798545255161125,0.002049371989648691,0.002271406800557367,-0.24372827593744473,0.81730074654997,0.37001781845319565,1.0861079654337278,0.6740581944909492,0.17429775053357782,Fast
33,3,room,0.37595499012123973,0.38706610123235086,0.001292291051210275,0.001316313527601381,-0.5199792790059167,1.0409653859255854,0.42291248775964513,-0.09317604207070156,0.8190006159417966,-0.6673360055758504,Slow
34,1,bicycle,0.3798545255161125,0.3909656366272236,0.002008631759780123,0.0018650534379017402,-0.19901190170713703,0.7095741419371219,0.4329009285711884,1.085327741968039,0.6758334556973141,0.18147540361967301,Fast
23,0,bicycle,0.38535041667475317,0.40201708334141983,0.0018765447836755168,0.002008984808111267,-0.11047363148323511,0.5401701625030502,0.4875264813283755,0.7912490753793654,0.12428168371692894,1.2639861791639833,Slow
34,3,room,0.38706610123235086,0.398177212343462,0.0012922966742479037,0.0013814983596385155,-0.5199449326393599,1.0409147591074297,0.4229352939822176,-0.09358911274109138,0.8181118708161248,-0.6689349518167101,Slow
35,1,bicycle,0.3909656366272236,0.40207674773833474,0.0020085132811409143,0.0018041140284259334,-0.1985707978305161,0.7088934515703774,0.4331642495339939,1.0871845984199557,0.6690730315286197,0.17899997355443667,Fast
11,2,room,0.39811884057189917,0.4314521739052325,0.0013136265923763399,0.0015308114385057352,-0.16958955534872783,0.510644021311732,0.6469060611101505,-1.2012527059034241,2.221530926498458,1.1073772378996374,Slow
35,3,room,0.398177212343462,0.4092883234545731,0.0012922918995966386,0.0014717459815188005,-0.5199242588758983,1.0408856126116688,0.4229436189364408,-0.09263009085489375,0.8196295933104478,-0.6694770955341148,Slow
24,0,bicycle,0.40201708334141983,0.4186837500080865,0.001876576521394959,0.0021647083103743707,-0.1104538671828863,0.5401459556979638,0.48755400834917306,0.7923930311434536,0.12440283920061217,1.2635700091435134,Slow
36,1,bicycle,0.40207674773833474,0.41318785884944587,0.0020084837335038125,0.001994706353449926,-0.19858002888818646,0.7089432885555903,0.43312653536159307,1.0823284205810975,0.6717395911985681,0.174041546267932,Fast
36,3,room,0.4092883234545731,0.42039943456568424,0.0012922805485872917,0.0011548362777554283,-0.5200206297564113,1.0410269239477687,0.42288153024510605,-0.09137553859179808,0.8189822598397674,-0.6682425177296814,Slow
37,1,bicycle,0.41318785884944587,0.424298969960557,0.002008309519871588,0.0020100410287815303,-0.19782995922542396,0.7077690712566234,0.4335897765315556,1.0797717052548939,0.6647946552874711,0.1733273496821947,Fast
25,0,bicycle,0.4186837500080865,0.43535041667475316,0.0018765508503080651,0.0017598274704327035,-0.11048307517280558,0.5401732713325655,0.4875808750488418,0.7924491077355336,0.12318820158023648,1.26343576386671,Slow
37,3,room,0.42039943456568424,0.43151054567679537,0.0012922740187435128,0.0012869891824906314,-0.5201040111710163,1.0411486576742337,0.42283021221588435,-0.09093541819512006,0.8180244521853774,-0.6666913817292218,Slow
38,1,bicycle,0.424298969960557,0.4354100810716681,0.0020081682514687606,0.0020322832576259078,-0.19718991462141303,0.7067571602402701,0.43399401427917295,1.0802578778173777,0.6574100166012495,0.17404131925088567,Fast
12,2,room,0.4314521739052325,0.4647855072385658,0.0013135549817107728,0.0012599774933974006,-0.16941918727383615,0.5103589968272009,0.6470356269199148,-1.2002013960597981,2.2255405858564896,1.1078170395021725,Slow
38,3,room,0.43151054567679537,0.4426216567879065,0.0012922788353610878,0.0012644477143258514,-0.5200393217309422,1.0410542634592497,0.4228703355413625,-0.09158024740618777,0.8197727860453597,-0.6664800801416876,Slow
26,0,bicycle,0.43535041667475316,0.4520170833414198,0.001876585847379562,0.0017288315052301443,-0.11045407069055944,0.5401423796225031,0.48758435124501454,0.7927210706140919,0.12431370751499156,1.263041069667522,Slow
39,1,bicycle,0.4354100810716681,0.44652119218277925,0.0020081417435885074,0.001958930747891299,-0.1968563948008029,0.7061874104925713,0.4342433110033427,1.0801011926814161,0.6547872100065387,0.18099655757652758,Fast
39,3,room,0.4426216567879065,0.4537327678990176,0.0012922733436730137,0.0013359565964765716,-0.5200567971865948,1.0410804519926866,0.4228570805275785,-0.09103649675497219,0.8210814874964085,-0.6652517641808587,Slow
40,1,bicycle,0.44652119218277925,0.4576323032938904,0.002008109383618691,0.0019859902198239867,-0.19660488418992947,0.7057633292692103,0.4344260674609562,1.0843422495672834,0.6499358597860021,0.18470557932897172,Fast
27,0,bicycle,0.4520170833414198,0.4686837500080865,0.001876551877681364,0.0017051360626714827,-0.11047222408392382,0.5401665175107369,0.48754380218182053,0.7919720045509836,0.12384883163727307,1.263889186038529,Slow
40,3,room,0.4537327678990176,0.46484387901012875,0.001292277373750316,0.0013139980012838045,-0.5200224253817891,1.0410300648585467,0.42287973034429105,-0.09185926424716177,0.8223599956452571,-0.6641537683131865,Slow
41,1,bicycle,0.4576323032938904,0.4687434144050015,0.0020082233307975278,0.0020487408514109585,-0.1970536493037886,0.7064489956331192,0.434164023648408,1.091445435920303,0.65068939185963,0.1867685717865096,Fast
13,2,room,0.4647855072385658,0.49811884057189915,0.0013136760674542763,0.001310294414281105,-0.168985174778161,0.5097643956373135,0.6472336810695335,-1.201053864019064,2.2225556317910664,1.1050350629368353,Slow
41,3,room,0.46484387901012875,0.4759549901212399,0.0012922672819254807,0.0012567629860208822,-0.5201190319505322,1.0411715118614124,0.4228183087043096,-0.09075565846928618,0.8213093305347472,-0.6630604790235206,Slow
28,0,bicycle,0.4686837500080865,0.48535041667475315,0.0018765388384218455,0.0018349111188391209,-0.11047745505115461,0.5401747868336073,0.48752169607849294,0.792470002884213,0.12304634096656379,1.264666693151603,Slow
42,1,bicycle,0.4687434144050015,0.47985452551611263,0.002008080150079966,0.002122772796922534,-0.19644460387685037,0.705493176300749,0.43454221100130286,1.0926312987988562,0.6433788673579424,0.18611361715062888,Fast
42,3,room,0.4759549901212399,0.487066101232351,0.0012922545644555362,0.0012478554513347668,-0.520207982703738,1.0413023051599068,0.42275941491884406,-0.08916983798878085,0.821071541092167,-0.6620879802096866,Slow
43,1,bicycle,0.47985452551611263,0.49096563662722376,0.0020082241303078768,0.001792689551687894,-0.1970241415772576,0.7063957262539095,0.434188684322781,1.0914374466903236,0.6505253828321959,0.18778126176228205,Fast
29,0,bicycle,0.48535041667475315,0.5020170833414198,0.0018765692109985097,0.0021010285875716957,-0.11045695477221933,0.5401506526788551,0.48754231530238,0.792568947167257,0.12403361232596788,1.2639511400654462,Slow
43,3,room,0.487066101232351,0.49817721234346213,0.0012922532055190917,0.001179824638252159,-0.5202552732895578,1.0413709729990566,0.42273219653436295,-0.08950676841098285,0.8205923218116211,-0.6603064215858829,Slow
44,1,bicycle,0.49096563662722376,0.5020767477383349,0.0020082152285866455,0.0019675511593937336,-0.19674973653783534,0.7059179913292188,0.43440204145142347,1.089368670117447,0.6498989006909713,0.19489509957669782,Fast
