Frame_ID,User_ID,Model,R,D,Pred_Cost,Real_Cost,Param_a,Param_b,Param_c,Mode
27,2,flowers,0.961439,0.978106,0.007211,0.007192,0.396306,0.169988,0.423849,Slow
28,2,flowers,0.978106,0.994772,0.007211,0.007082,0.395746,0.170729,0.423635,Slow
29,2,flowers,0.994772,1.011439,0.007211,0.007275,0.395774,0.170709,0.423617,Slow
30,2,flowers,1.011439,1.028106,0.007211,0.007209,0.396277,0.170009,0.42385,Slow
31,2,flowers,1.028106,1.044772,0.007211,0.007298,0.396262,0.169994,0.423885,Slow
32,2,flowers,1.044772,1.061439,0.007211,0.007097,0.396846,0.16922,0.424108,Slow
33,2,flowers,1.061439,1.078106,0.007211,0.007191,0.396984,0.169005,0.424194,Slow
34,2,flowers,1.078106,1.094772,0.007211,0.007197,0.397054,0.168895,0.424234,Slow
35,2,flowers,1.094772,1.111439,0.007211,0.007229,0.396709,0.169337,0.424113,Slow
36,2,flowers,1.111439,1.128106,0.007211,0.00712,0.396701,0.169357,0.42409,Slow
37,2,flowers,1.128106,1.144772,0.007211,0.007249,0.396996,0.168988,0.424175,Slow
38,2,flowers,1.144772,1.161439,0.007211,0.007343,0.397017,0.168927,0.424225,Slow
39,2,flowers,1.161439,1.178106,0.007212,0.007244,0.397137,0.168796,0.424234,Slow
40,2,flowers,1.178106,1.194772,0.007211,0.007218,0.396845,0.169214,0.424091,Slow
41,2,flowers,1.194772,1.211439,0.007211,0.007116,0.396243,0.170024,0.423843,Slow
42,2,flowers,1.211439,1.228106,0.00721,0.007157,0.395657,0.170813,0.423609,Slow
43,2,flowers,1.228106,1.244772,0.00721,0.007206,0.39563,0.170826,0.423618,Slow
44,2,flowers,1.244772,1.261439,0.00721,0.007174,0.395575,0.170869,0.423628,Slow
45,2,flowers,1.261439,1.278106,0.00721,0.00728,0.395319,0.171184,0.42356,Slow
46,2,flowers,1.278106,1.294772,0.00721,0.007246,0.395488,0.170971,0.423604,Slow
47,2,flowers,1.294772,1.311439,0.007209,0.007393,0.394923,0.171719,0.423391,Slow
48,2,flowers,1.311439,1.328106,0.00721,0.007143,0.395433,0.171048,0.423584,Slow
49,2,flowers,1.328106,1.344772,0.00721,0.007212,0.395632,0.170752,0.423696,Slow
50,2,flowers,1.344772,1.361439,0.00721,0.007116,0.396107,0.170118,0.423876,Slow
51,2,flowers,1.361439,1.378106,0.007211,0.007058,0.396086,0.170179,0.423829,Slow
52,2,flowers,1.378106,1.394772,0.00721,0.00726,0.395968,0.17032,0.423795,Slow
53,2,flowers,1.394772,1.411439,0.00721,0.007244,0.395329,0.171182,0.423532,Slow
54,2,flowers,1.411439,1.428106,0.00721,0.007151,0.395211,0.171362,0.423452,Slow
55,2,flowers,1.428106,1.444772,0.00721,0.007216,0.395493,0.170993,0.423562,Slow
56,2,flowers,1.444772,1.461439,0.00721,0.007167,0.395054,0.171607,0.423355,Slow
57,2,flowers,1.461439,1.478106,0.00721,0.007176,0.395479,0.171011,0.423557,Slow
58,2,flowers,1.478106,1.494772,0.00721,0.007188,0.395562,0.170876,0.423625,Slow
59,2,flowers,1.494772,1.511439,0.00721,0.007149,0.39591,0.170423,0.423754,Slow
60,2,flowers,1.511439,1.528106,0.00721,0.007161,0.395365,0.171145,0.423543,Slow
61,2,flowers,1.528106,1.544772,0.00721,0.007163,0.395242,0.171327,0.423466,Slow
62,2,flowers,1.544772,1.561439,0.00721,0.007239,0.39519,0.171392,0.42346,Slow
63,2,flowers,1.561439,1.578106,0.00721,0.00702,0.395183,0.171424,0.423436,Slow
64,2,flowers,1.578106,1.594772,0.007209,0.007194,0.394729,0.172022,0.423262,Slow
65,2,flowers,1.594772,1.611439,0.007209,0.007135,0.394625,0.17213,0.423258,Slow
66,2,flowers,1.611439,1.628106,0.00721,0.007138,0.395262,0.171267,0.423524,Slow
67,2,flowers,1.628106,1.644772,0.007209,0.007173,0.395138,0.171429,0.423487,Slow
68,2,flowers,1.644772,1.661439,0.00721,0.007209,0.39571,0.170642,0.423741,Slow
69,2,flowers,1.661439,1.678106,0.00721,0.007196,0.396275,0.169891,0.423965,Slow
70,2,flowers,1.678106,1.694772,0.00721,0.007137,0.395756,0.170587,0.423761,Slow
71,2,flowers,1.694772,1.711439,0.00721,0.007259,0.395746,0.170569,0.42379,Slow
72,2,flowers,1.711439,1.728106,0.00721,0.007148,0.396315,0.169808,0.424021,Slow
73,2,flowers,1.728106,1.744772,0.007211,0.00716,0.396765,0.169204,0.42421,Slow
74,2,flowers,1.744772,1.761439,0.00721,0.007229,0.396176,0.169983,0.423987,Slow
75,2,flowers,1.761439,1.778106,0.00721,0.007232,0.396077,0.170136,0.423915,Slow
76,2,flowers,1.778106,1.794772,0.00721,0.007168,0.396258,0.169859,0.42403,Slow
77,2,flowers,1.794772,1.811439,0.00721,0.007009,0.396536,0.169514,0.424106,Slow
78,2,flowers,1.811439,1.828106,0.00721,0.007149,0.396007,0.170213,0.423902,Slow
79,2,flowers,1.828106,1.844772,0.00721,0.007221,0.395789,0.170496,0.423818,Slow
80,2,flowers,1.844772,1.861439,0.00721,0.007257,0.395898,0.170327,0.423882,Slow
81,2,flowers,1.861439,1.878106,0.00721,0.007204,0.39581,0.170479,0.423805,Slow
82,2,flowers,1.878106,1.894772,0.007209,0.007177,0.395277,0.171198,0.423581,Slow
83,2,flowers,1.894772,1.911439,0.007209,0.007366,0.395308,0.171149,0.423593,Slow
84,2,flowers,1.911439,1.928106,0.00721,0.007184,0.395325,0.171155,0.423562,Slow
85,2,flowers,1.928106,1.944772,0.00721,0.007252,0.395918,0.170353,0.423805,Slow
86,2,flowers,1.944772,1.961439,0.00721,0.007118,0.395512,0.170889,0.423645,Slow
87,2,flowers,1.961439,1.978106,0.007209,0.007135,0.395216,0.171261,0.423553,Slow
88,2,flowers,1.978106,1.994772,0.00721,0.007254,0.39549,0.170898,0.423651,Slow
89,2,flowers,1.994772,2.011439,0.007209,0.00728,0.394877,0.171718,0.423409,Slow
90,2,flowers,2.011439,2.028106,0.007209,0.007182,0.394851,0.171722,0.423434,Slow
91,2,flowers,2.028106,2.044772,0.007209,0.007082,0.394773,0.171831,0.423388,Slow
92,2,flowers,2.044772,2.061439,0.007209,0.007198,0.395317,0.171095,0.423609,Slow
93,2,flowers,2.061439,2.078106,0.007209,0.007222,0.394756,0.171837,0.423394,Slow
94,2,flowers,2.078106,2.094772,0.007209,0.007216,0.395003,0.171529,0.423471,Slow
95,2,flowers,2.094772,2.111439,0.007209,0.007171,0.395463,0.170919,0.423653,Slow
96,2,flowers,2.111439,2.128106,0.00721,0.0072,0.396042,0.170152,0.423873,Slow
97,2,flowers,2.128106,2.144772,0.00721,0.007159,0.396104,0.170098,0.423862,Slow
98,2,flowers,2.144772,2.161439,0.00721,0.007134,0.396073,0.170148,0.423832,Slow
99,2,flowers,2.161439,2.178106,0.00721,0.007262,0.396,0.17025,0.423806,Slow
100,2,flowers,2.178106,2.194772,0.00721,0.007217,0.395956,0.170326,0.423775,Slow
101,2,flowers,2.194772,2.211439,0.007211,0.0072,0.396133,0.170104,0.423821,Slow
102,2,flowers,2.211439,2.228106,0.007211,0.007176,0.395815,0.170558,0.42366,Slow
103,2,flowers,2.228106,2.244772,0.007211,0.007198,0.395756,0.170655,0.42362,Slow
104,2,flowers,2.244772,2.261439,0.007211,0.007222,0.395543,0.170968,0.4235,Slow
105,2,flowers,2.261439,2.278106,0.00721,0.007329,0.395125,0.17153,0.423325,Slow
106,2,flowers,2.278106,2.294772,0.00721,0.007255,0.395399,0.171151,0.423455,Slow
107,2,flowers,2.294772,2.311439,0.00721,0.007165,0.395447,0.171082,0.423471,Slow
108,2,flowers,2.311439,2.328106,0.00721,0.007165,0.39498,0.171691,0.423303,Slow
109,2,flowers,2.328106,2.344772,0.007209,0.007154,0.394483,0.172346,0.42312,Slow
110,2,flowers,2.344772,2.361439,0.00721,0.007196,0.395025,0.171628,0.42333,Slow
111,2,flowers,2.361439,2.378106,0.00721,0.007154,0.39458,0.172246,0.423124,Slow
112,2,flowers,2.378106,2.394772,0.00721,0.007242,0.394805,0.171932,0.423236,Slow
113,2,flowers,2.394772,2.411439,0.007209,0.007028,0.394386,0.172514,0.423048,Slow
114,2,flowers,2.411439,2.428106,0.00721,0.007247,0.39498,0.171708,0.423298,Slow
115,2,flowers,2.428106,2.444772,0.00721,0.007229,0.395517,0.170973,0.423528,Slow
116,2,flowers,2.444772,2.461439,0.007211,0.007298,0.394484,0.17255,0.422885,Fast
117,2,flowers,2.461439,2.478106,0.007212,0.007273,0.395679,0.170995,0.423263,Fast
118,2,flowers,2.478106,2.494772,0.007209,0.007162,0.392302,0.175498,0.42194,Fast
119,2,flowers,2.494772,2.511439,0.007209,0.007262,0.391654,0.176536,0.421489,Fast
120,2,flowers,2.511439,2.528106,0.007209,0.007197,0.391959,0.176035,0.42175,Fast
121,2,flowers,2.528106,2.544772,0.00721,0.007077,0.394133,0.172975,0.422768,Fast
122,2,flowers,2.544772,2.561439,0.007214,0.007225,0.397611,0.168338,0.424116,Fast
123,2,flowers,2.561439,2.578106,0.007214,0.007171,0.398362,0.167288,0.424517,Fast
124,2,flowers,2.578106,2.594772,0.007215,0.007215,0.399571,0.165662,0.424951,Fast
125,2,flowers,2.594772,2.611439,0.007212,0.007326,0.396424,0.169878,0.423681,Fast
126,2,flowers,2.611439,2.628106,0.007213,0.007229,0.396337,0.170139,0.423455,Fast
127,2,flowers,2.628106,2.644772,0.007213,0.007142,0.395539,0.171333,0.422974,Fast
128,2,flowers,2.644772,2.661439,0.007214,0.007281,0.396175,0.170426,0.423249,Fast
129,2,flowers,2.661439,2.678106,0.007213,0.007238,0.396202,0.170257,0.423428,Fast
130,2,flowers,2.678106,2.694772,0.007213,0.007134,0.39556,0.1712,0.423115,Fast
131,2,flowers,2.694772,2.711439,0.007211,0.0071,0.393311,0.174292,0.422116,Fast
132,2,flowers,2.711439,2.728106,0.007209,0.007142,0.391673,0.176465,0.421459,Fast
133,2,flowers,2.728106,2.744772,0.007208,0.007266,0.389865,0.17892,0.420682,Fast
134,2,flowers,2.744772,2.761439,0.007208,0.007187,0.389021,0.180102,0.420267,Fast
135,2,flowers,2.761439,2.778106,0.00721,0.007216,0.391318,0.177078,0.421112,Fast
136,2,flowers,2.778106,2.794772,0.007209,0.007116,0.39108,0.177274,0.421151,Fast
137,2,flowers,2.794772,2.811439,0.007207,0.007266,0.388718,0.180369,0.420287,Fast
138,2,flowers,2.811439,2.828106,0.007209,0.007069,0.390624,0.17787,0.421004,Fast
139,2,flowers,2.828106,2.844772,0.007206,0.007161,0.388097,0.181296,0.419962,Fast
140,2,flowers,2.844772,2.861439,0.007209,0.007238,0.390138,0.178625,0.420691,Fast
141,2,flowers,2.861439,2.878106,0.007208,0.00713,0.390023,0.178668,0.420748,Fast
142,2,flowers,2.878106,2.894772,0.007208,0.007251,0.390403,0.178168,0.420921,Fast
143,2,flowers,2.894772,2.911439,0.007211,0.00715,0.39274,0.175015,0.421852,Fast
144,2,flowers,2.911439,2.928106,0.007211,0.007126,0.392337,0.175656,0.421605,Fast
145,2,flowers,2.928106,2.944772,0.007211,0.0073,0.392782,0.175051,0.421824,Fast
146,2,flowers,2.944772,2.961439,0.007213,0.007224,0.39524,0.171722,0.422817,Fast
147,2,flowers,2.961439,2.978106,0.007212,0.007248,0.393125,0.174645,0.421881,Fast
148,2,flowers,2.978106,2.994772,0.007211,0.007282,0.393438,0.174096,0.422157,Fast
149,2,flowers,2.994772,3.011439,0.007212,0.00703,0.394025,0.173314,0.422393,Slow
0,1,flowers,2.996333,3.007444,0.005273,0.005225,0.123605,0.385329,0.474427,Slow
1,1,flowers,3.007444,3.018555,0.005273,0.005272,0.123615,0.385324,0.474428,Slow
150,2,flowers,3.011439,3.028106,0.007212,0.007257,0.394777,0.172319,0.422669,Slow
2,1,flowers,3.018555,3.029666,0.005273,0.005166,0.123601,0.385369,0.474409,Slow
0,3,flowers,3.026979,3.060312,0.006661,0.006648,0.27593,0.294786,0.432213,Slow
151,2,flowers,3.028106,3.044772,0.007212,0.007159,0.394315,0.172979,0.422444,Slow
3,1,flowers,3.029666,3.040777,0.005273,0.005251,0.123584,0.385381,0.474404,Slow
4,1,flowers,3.040777,3.051888,0.005273,0.005206,0.123562,0.385406,0.474393,Slow
152,2,flowers,3.044772,3.061439,0.007212,0.007168,0.393675,0.173852,0.422181,Slow
5,1,flowers,3.051888,3.063,0.005273,0.005141,0.1236,0.385351,0.474416,Slow
1,3,flowers,3.060312,3.093645,0.00666,0.006579,0.275751,0.294965,0.432195,Slow
153,2,flowers,3.061439,3.078106,0.007212,0.007242,0.393486,0.174132,0.422088,Slow
6,1,flowers,3.063,3.074111,0.005273,0.005304,0.12358,0.385367,0.47441,Slow
7,1,flowers,3.074111,3.085222,0.005273,0.005366,0.123555,0.385399,0.474397,Slow
154,2,flowers,3.078106,3.094772,0.007212,0.007187,0.394081,0.173356,0.422292,Slow
8,1,flowers,3.085222,3.096333,0.005273,0.005337,0.123558,0.385416,0.47439,Slow
2,3,flowers,3.093645,3.126979,0.006659,0.006615,0.275356,0.295377,0.432145,Slow
155,2,flowers,3.094772,3.111439,0.007212,0.007254,0.39378,0.173778,0.422144,Slow
9,1,flowers,3.096333,3.107444,0.005273,0.005312,0.123599,0.385346,0.474419,Slow
10,1,flowers,3.107444,3.118555,0.005273,0.00525,0.123614,0.385326,0.474428,Slow
156,2,flowers,3.111439,3.128106,0.007212,0.007209,0.39363,0.173934,0.422133,Slow
11,1,flowers,3.118555,3.129666,0.005273,0.005319,0.123624,0.385326,0.474427,Slow
3,3,flowers,3.126979,3.160312,0.006659,0.006612,0.275189,0.29564,0.432063,Slow
157,2,flowers,3.128106,3.144772,0.007212,0.007223,0.393768,0.17371,0.422235,Slow
12,1,flowers,3.129666,3.140777,0.005274,0.005343,0.12361,0.385368,0.474409,Slow
13,1,flowers,3.140777,3.151888,0.005273,0.005281,0.123607,0.385356,0.474415,Slow
158,2,flowers,3.144772,3.161439,0.007211,0.007177,0.393152,0.174506,0.42202,Slow
14,1,flowers,3.151888,3.163,0.005273,0.005206,0.123631,0.385305,0.474437,Slow
4,3,flowers,3.160312,3.193645,0.00666,0.006776,0.275535,0.295282,0.432105,Slow
159,2,flowers,3.161439,3.178106,0.007211,0.007137,0.392719,0.175108,0.421816,Slow
15,1,flowers,3.163,3.174111,0.005273,0.005245,0.123643,0.385297,0.474439,Slow
16,1,flowers,3.174111,3.185222,0.005274,0.00537,0.123628,0.385336,0.474423,Slow
160,2,flowers,3.178106,3.194772,0.007211,0.00716,0.393002,0.174763,0.421885,Slow
17,1,flowers,3.185222,3.196333,0.005274,0.00527,0.123623,0.385365,0.474411,Slow
5,3,flowers,3.193645,3.226979,0.006659,0.006616,0.275111,0.29581,0.431992,Slow
161,2,flowers,3.194772,3.211439,0.007211,0.007204,0.392647,0.175219,0.421756,Slow
18,1,flowers,3.196333,3.207444,0.005389,0.005193,0.073617,0.466682,0.445337,Slow
19,1,flowers,3.207444,3.218555,0.005274,0.00519,0.1236,0.385411,0.474393,Slow
162,2,flowers,3.211439,3.228106,0.007211,0.007338,0.392468,0.175486,0.421665,Slow
20,1,flowers,3.218555,3.229666,0.005274,0.00525,0.123618,0.385363,0.474414,Slow
6,3,flowers,3.226979,3.260312,0.006658,0.006895,0.274803,0.296205,0.431903,Slow
163,2,flowers,3.228106,3.244772,0.00721,0.007312,0.391942,0.176182,0.421475,Slow
21,1,flowers,3.229666,3.240777,0.005274,0.005333,0.123578,0.385431,0.474386,Slow
22,1,flowers,3.240777,3.251888,0.005274,0.005258,0.123567,0.38544,0.474381,Slow
164,2,flowers,3.244772,3.261439,0.00721,0.007164,0.391429,0.176842,0.421295,Slow
23,1,flowers,3.251888,3.263,0.005389,0.005451,0.073442,0.466948,0.445239,Slow
7,3,flowers,3.260312,3.293645,0.00666,0.006709,0.275271,0.295629,0.432022,Slow
165,2,flowers,3.261439,3.278106,0.00721,0.007214,0.391596,0.176662,0.421315,Slow
24,1,flowers,3.263,3.274111,0.005389,0.005358,0.073323,0.467144,0.445166,Slow
25,1,flowers,3.274111,3.285222,0.00539,0.005274,0.073299,0.467194,0.445148,Slow
166,2,flowers,3.278106,3.294772,0.00721,0.00719,0.391116,0.177337,0.421096,Slow
26,1,flowers,3.285222,3.296333,0.00539,0.005361,0.073264,0.467263,0.445122,Slow
8,3,flowers,3.293645,3.326979,0.00666,0.006516,0.275477,0.295396,0.432061,Slow
167,2,flowers,3.294772,3.311439,0.00721,0.007219,0.391034,0.177492,0.421018,Slow
27,1,flowers,3.296333,3.307444,0.00539,0.00541,0.073155,0.46743,0.44506,Slow
28,1,flowers,3.307444,3.318555,0.00539,0.005406,0.073082,0.467558,0.445013,Slow
168,2,flowers,3.311439,3.328106,0.00721,0.007228,0.391112,0.177349,0.421095,Slow
29,1,flowers,3.318555,3.329666,0.005391,0.005316,0.072994,0.467709,0.444957,Slow
9,3,flowers,3.326979,3.360312,0.006661,0.006647,0.275859,0.294936,0.432152,Slow
169,2,flowers,3.328106,3.344772,0.00721,0.007247,0.391812,0.176398,0.421392,Slow
30,1,flowers,3.329666,3.340777,0.005391,0.00537,0.07288,0.467891,0.44489,Slow
31,1,flowers,3.340777,3.351888,0.005391,0.005549,0.072972,0.467744,0.444944,Slow
170,2,flowers,3.344772,3.361439,0.00721,0.007009,0.391165,0.177263,0.421146,Slow
32,1,flowers,3.351888,3.363,0.005391,0.005318,0.072971,0.467738,0.444947,Slow
10,3,flowers,3.360312,3.393645,0.006661,0.006587,0.275899,0.294804,0.432219,Slow
171,2,flowers,3.361439,3.378106,0.007209,0.007234,0.390652,0.177962,0.42094,Slow
33,1,flowers,3.363,3.374111,0.00539,0.005429,0.073004,0.467674,0.44497,Slow
34,1,flowers,3.374111,3.385222,0.00539,0.005266,0.073102,0.467519,0.445027,Slow
172,2,flowers,3.378106,3.394772,0.00721,0.007182,0.39137,0.17703,0.421194,Slow
35,1,flowers,3.385222,3.396333,0.00539,0.005441,0.073005,0.46767,0.444971,Slow
11,3,flowers,3.393645,3.426979,0.006662,0.006413,0.275967,0.294809,0.432176,Slow
173,2,flowers,3.394772,3.411439,0.00721,0.007161,0.391411,0.176985,0.421211,Slow
36,1,flowers,3.396333,3.407444,0.00539,0.005338,0.072957,0.467751,0.444942,Slow
37,1,flowers,3.407444,3.418555,0.005391,0.005414,0.072868,0.46789,0.44489,Slow
174,2,flowers,3.411439,3.428106,0.007209,0.007264,0.390988,0.17753,0.421076,Slow
38,1,flowers,3.418555,3.429666,0.005391,0.005315,0.072743,0.468095,0.444814,Slow
12,3,flowers,3.426979,3.460312,0.006663,0.006843,0.276217,0.294577,0.432189,Slow
175,2,flowers,3.428106,3.444772,0.007209,0.00731,0.390548,0.178112,0.42092,Slow
39,1,flowers,3.429666,3.440777,0.005391,0.005408,0.072673,0.468199,0.444775,Slow
40,1,flowers,3.440777,3.451888,0.005391,0.005337,0.072691,0.468161,0.444789,Slow
176,2,flowers,3.444772,3.461439,0.007208,0.007256,0.390164,0.178607,0.4208,Slow
41,1,flowers,3.451888,3.463,0.005391,0.005349,0.072672,0.46819,0.444778,Slow
13,3,flowers,3.460312,3.493645,0.006663,0.006742,0.276302,0.294473,0.43221,Slow
177,2,flowers,3.461439,3.478106,0.007119,0.007088,0.33989,0.24151,0.407548,Slow
42,1,flowers,3.463,3.474111,0.005391,0.005417,0.072677,0.468172,0.444785,Slow
43,1,flowers,3.474111,3.485222,0.00539,0.005365,0.072696,0.468133,0.444799,Slow
178,2,flowers,3.478106,3.494772,0.007208,0.007134,0.390043,0.178765,0.420758,Slow
44,1,flowers,3.485222,3.496333,0.00539,0.005413,0.072685,0.468141,0.444796,Slow
14,3,flowers,3.493645,3.526979,0.006663,0.006723,0.276124,0.294706,0.432155,Slow
179,2,flowers,3.494772,3.511439,0.007209,0.007001,0.390548,0.178079,0.420979,Slow
45,1,flowers,3.496333,3.507444,0.005391,0.005379,0.072566,0.468329,0.444726,Slow
46,1,flowers,3.507444,3.518555,0.00539,0.005394,0.072604,0.468261,0.444751,Slow
180,2,flowers,3.511439,3.528106,0.007209,0.007222,0.390879,0.177685,0.421055,Slow
47,1,flowers,3.518555,3.529666,0.00539,0.005417,0.072637,0.468212,0.444769,Slow
15,3,flowers,3.526979,3.560312,0.006661,0.00668,0.275686,0.295235,0.43205,Slow
181,2,flowers,3.528106,3.544772,0.00721,0.00725,0.391285,0.177133,0.421213,Slow
48,1,flowers,3.529666,3.540777,0.00539,0.00537,0.072632,0.468212,0.444769,Slow
49,1,flowers,3.540777,3.551888,0.00539,0.005331,0.07264,0.468206,0.444772,Slow
182,2,flowers,3.544772,3.561439,0.00721,0.007203,0.391531,0.176846,0.421258,Slow
50,1,flowers,3.551888,3.563,0.00539,0.005359,0.072719,0.46809,0.444815,Slow
16,3,flowers,3.560312,3.593645,0.00666,0.006504,0.275199,0.295838,0.431922,Slow
183,2,flowers,3.561439,3.578106,0.007209,0.007274,0.390585,0.178118,0.420878,Slow
51,1,flowers,3.563,3.574111,0.00539,0.005461,0.072836,0.467905,0.444884,Slow
52,1,flowers,3.574111,3.585222,0.00539,0.005397,0.072799,0.467964,0.444862,Slow
184,2,flowers,3.578106,3.594772,0.007119,0.007041,0.33992,0.241517,0.407535,Slow
53,1,flowers,3.585222,3.596333,0.00539,0.005341,0.07266,0.468189,0.444778,Slow
17,3,flowers,3.593645,3.626979,0.006659,0.006604,0.274698,0.296428,0.431812,Slow
185,2,flowers,3.594772,3.611439,0.007118,0.007108,0.339434,0.242155,0.407343,Slow
54,1,flowers,3.596333,3.607444,0.005391,0.005414,0.072616,0.468265,0.44475,Slow
55,1,flowers,3.607444,3.618555,0.005391,0.005418,0.072689,0.468155,0.444791,Slow
186,2,flowers,3.611439,3.628106,0.007119,0.007104,0.339698,0.241797,0.407454,Slow
56,1,flowers,3.618555,3.629666,0.005391,0.005422,0.072549,0.468382,0.444707,Slow
18,3,flowers,3.626979,3.660312,0.006657,0.006752,0.274197,0.297018,0.431701,Slow
187,2,flowers,3.628106,3.644772,0.007118,0.007112,0.339634,0.24187,0.407434,Slow
57,1,flowers,3.629666,3.640777,0.005391,0.005333,0.072492,0.468478,0.444672,Slow
58,1,flowers,3.640777,3.651888,0.005391,0.005351,0.072428,0.468573,0.444637,Slow
188,2,flowers,3.644772,3.661439,0.007119,0.007188,0.33972,0.241775,0.407458,Slow
59,1,flowers,3.651888,3.663,0.005391,0.005351,0.072328,0.468727,0.444579,Slow
19,3,flowers,3.660312,3.693645,0.006657,0.006538,0.274088,0.297124,0.431694,Slow
189,2,flowers,3.661439,3.678106,0.007119,0.007112,0.339829,0.241649,0.407492,Slow
60,1,flowers,3.663,3.674111,0.005391,0.00537,0.072337,0.468723,0.444581,Slow
61,1,flowers,3.674111,3.685222,0.005392,0.005423,0.072246,0.468878,0.444524,Slow
190,2,flowers,3.678106,3.694772,0.007119,0.007101,0.339799,0.241674,0.407488,Slow
62,1,flowers,3.685222,3.696333,0.005392,0.005409,0.072116,0.469085,0.444447,Slow
20,3,flowers,3.693645,3.726979,0.006658,0.006371,0.274507,0.296613,0.431797,Slow
191,2,flowers,3.694772,3.711439,0.007119,0.007063,0.339948,0.241477,0.407548,Slow
63,1,flowers,3.696333,3.707444,0.005392,0.005414,0.072238,0.468895,0.444518,Slow
64,1,flowers,3.707444,3.718555,0.005392,0.005472,0.072335,0.468749,0.444572,Slow
192,2,flowers,3.711439,3.728106,0.00721,0.007302,0.390721,0.177934,0.420915,Slow
65,1,flowers,3.718555,3.729666,0.005392,0.005432,0.072332,0.468743,0.444574,Slow
21,3,flowers,3.726979,3.760312,0.006659,0.006634,0.274964,0.296099,0.431882,Slow
193,2,flowers,3.728106,3.744772,0.00721,0.007111,0.390721,0.17798,0.420872,Slow
66,1,flowers,3.729666,3.740777,0.005392,0.005383,0.072259,0.468849,0.444535,Slow
67,1,flowers,3.740777,3.751888,0.005392,0.005322,0.072266,0.468845,0.444536,Slow
194,2,flowers,3.744772,3.761439,0.00721,0.007172,0.391248,0.1773,0.421046,Slow
68,1,flowers,3.751888,3.763,0.005392,0.005349,0.072208,0.468931,0.444504,Slow
22,3,flowers,3.760312,3.793645,0.006659,0.006643,0.274726,0.296467,0.431769,Slow
195,2,flowers,3.761439,3.778106,0.007119,0.007219,0.339823,0.241669,0.407483,Slow
69,1,flowers,3.763,3.774111,0.005392,0.005376,0.072186,0.468978,0.444487,Slow
70,1,flowers,3.774111,3.785222,0.005392,0.005441,0.072295,0.46881,0.44455,Slow
196,2,flowers,3.778106,3.794772,0.007118,0.007146,0.339516,0.242057,0.40737,Slow
71,1,flowers,3.785222,3.796333,0.005392,0.00539,0.072242,0.468905,0.444515,Slow
23,3,flowers,3.793645,3.826979,0.00666,0.006675,0.275114,0.295994,0.431865,Slow
197,2,flowers,3.794772,3.811439,0.007119,0.007117,0.339653,0.241895,0.407415,Slow
72,1,flowers,3.796333,3.807444,0.005392,0.005353,0.072329,0.468766,0.444566,Slow
